Province/State,Country/Region,Lat,Long,Time,Daily Confirmed,Daily Death,Daily Recovered,Cum Confirmed,Cum Death,Cum Recovered,PCum Confirmed,PCum Death,PCum Recovered,dPCum Confirmed,dPCum Death,dPCum Recovered,Mortality,perchange Confirmed,perchange Death,perchange Recovered,Lat Long
Denmark,Denmark,56.2639,9.5018,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"56.2639,9.5018"
Beijing,China,40.1824,116.4142,2020-01-23,8,0,0,22,0,0,14,0,0,14,0,0,0.0,57.142857142857146,0.0,0.0,"40.1824,116.4142"
Shanghai,China,31.201999999999998,121.4491,2020-01-23,7,0,0,16,0,0,9,0,0,9,0,0,0.0,77.77777777777777,0.0,0.0,"31.201999999999998,121.4491"
Hebei,China,39.549,116.1306,2020-01-23,0,1,0,1,1,0,1,0,0,1,0,0,100.0,0.0,0.0,0.0,"39.549,116.1306"
Fujian,China,26.0789,117.9874,2020-01-23,4,0,0,5,0,0,1,0,0,1,0,0,0.0,400.0,0.0,0.0,"26.0789,117.9874"
Guangxi,China,23.8298,108.7881,2020-01-23,3,0,0,5,0,0,2,0,0,2,0,0,0.0,150.0,0.0,0.0,"23.8298,108.7881"
Shaanxi,China,35.1917,108.8701,2020-01-23,3,0,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"35.1917,108.8701"
Yunnan,China,24.974,101.48700000000001,2020-01-23,1,0,0,2,0,0,1,0,0,1,0,0,0.0,100.0,0.0,0.0,"24.974,101.48700000000001"
Hainan,China,19.1959,109.7453,2020-01-23,1,0,0,5,0,0,4,0,0,4,0,0,0.0,25.0,0.0,0.0,"19.1959,109.7453"
Guizhou,China,26.8154,106.8748,2020-01-23,2,0,0,3,0,0,1,0,0,1,0,0,0.0,200.0,0.0,0.0,"26.8154,106.8748"
Tianjin,China,39.3054,117.323,2020-01-23,0,0,0,4,0,0,4,0,0,4,0,0,0.0,0.0,0.0,0.0,"39.3054,117.323"
Shanxi,China,37.5777,112.2922,2020-01-23,0,0,0,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,"37.5777,112.2922"
Gansu,China,37.8099,101.0583,2020-01-23,2,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"37.8099,101.0583"
Hong Kong,China,22.3,114.2,2020-01-23,2,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"22.3,114.2"
Liaoning,China,41.2956,122.6085,2020-01-23,1,0,0,3,0,0,2,0,0,2,0,0,0.0,50.0,0.0,0.0,"41.2956,122.6085"
Jilin,China,43.6661,126.1923,2020-01-23,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"43.6661,126.1923"
,Czechia,49.8175,15.472999999999999,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"49.8175,15.472999999999999"
Xinjiang,China,41.1129,85.2401,2020-01-23,2,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"41.1129,85.2401"
Inner Mongolia,China,44.0935,113.9448,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"44.0935,113.9448"
Ningxia,China,37.2692,106.1655,2020-01-23,0,0,0,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,"37.2692,106.1655"
,Taiwan*,23.7,121.0,2020-01-23,0,0,0,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,"23.7,121.0"
,Vietnam,16.0,108.0,2020-01-23,2,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"16.0,108.0"
,Russia,60.0,90.0,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"60.0,90.0"
Qinghai,China,35.7452,95.9956,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"35.7452,95.9956"
Macau,China,22.1667,113.55,2020-01-23,1,0,0,2,0,0,1,0,0,1,0,0,0.0,100.0,0.0,0.0,"22.1667,113.55"
,Moldova,47.4116,28.3699,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"47.4116,28.3699"
,Bolivia,-16.2902,-63.5887,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-16.2902,-63.5887"
Faroe Islands,Denmark,61.8926,-6.9118,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"61.8926,-6.9118"
St Martin,France,18.0708,-63.0501,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"18.0708,-63.0501"
,Honduras,15.2,-86.2419,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"15.2,-86.2419"
Channel Islands,United Kingdom,49.3723,-2.3644,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"49.3723,-2.3644"
New Brunswick,Canada,46.5653,-66.4619,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"46.5653,-66.4619"
Tibet,China,31.6927,88.0924,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"31.6927,88.0924"
,Congo (Kinshasa),-4.0383,21.7587,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-4.0383,21.7587"
,Cote d'Ivoire,7.54,-5.5471,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"7.54,-5.5471"
Saint Barthelemy,France,17.9,-62.8333,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"17.9,-62.8333"
,Jamaica,18.1096,-77.2975,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"18.1096,-77.2975"
,Reunion,-21.1151,55.5364,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-21.1151,55.5364"
,Turkey,38.9637,35.2433,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"38.9637,35.2433"
Gibraltar,United Kingdom,36.1408,-5.3536,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"36.1408,-5.3536"
"Kitsap, WA",US,47.6477,-122.6413,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"47.6477,-122.6413"
"Solano, CA",US,38.3105,-121.9018,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"38.3105,-121.9018"
"Santa Cruz, CA",US,37.0454,-121.958,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"37.0454,-121.958"
"Napa, CA",US,38.5025,-122.2654,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"38.5025,-122.2654"
"Ventura, CA",US,34.3705,-119.1391,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"34.3705,-119.1391"
"Worcester, MA",US,42.4097,-71.8571,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"42.4097,-71.8571"
"Gwinnett, GA",US,33.9191,-84.0167,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"33.9191,-84.0167"
"DeKalb, GA",US,33.7956,-84.2279,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"33.7956,-84.2279"
"Floyd, GA",US,37.5455,-82.7779,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"37.5455,-82.7779"
"Fayette, GA",US,33.4502,-84.4803,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"33.4502,-84.4803"
"Gregg, TX",US,32.4893,-94.8521,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"32.4893,-94.8521"
"Monmouth, NJ",US,40.2589,-74.124,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"40.2589,-74.124"
"Burlington, NJ",US,40.0712,-74.8649,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"40.0712,-74.8649"
"Camden, NJ",US,39.9259,-75.1196,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"39.9259,-75.1196"
"Passaic, NJ",US,40.8568,-74.1285,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"40.8568,-74.1285"
"Union, NJ",US,40.6976,-74.2632,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"40.6976,-74.2632"
"Eagle, CO",US,39.6553,-106.8287,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"39.6553,-106.8287"
"Larimer, CO",US,40.6956,-105.5943,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"40.6956,-105.5943"
"Arapahoe, CO",US,39.6203,-104.3326,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"39.6203,-104.3326"
"Gunnison, CO",US,38.5458,-106.9253,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"38.5458,-106.9253"
"Kane, IL",US,41.9879,-88.4016,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"41.9879,-88.4016"
"Monroe, PA",US,41.0458,-75.2479,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"41.0458,-75.2479"
"Philadelphia, PA",US,39.9526,-75.1652,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"39.9526,-75.1652"
"Norfolk, VA",US,36.8508,-76.2859,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"36.8508,-76.2859"
"Arlington, VA",US,38.8816,-77.09100000000001,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"38.8816,-77.09100000000001"
"Spotsylvania, VA",US,38.2042,-77.6078,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"38.2042,-77.6078"
"Loudoun, VA",US,39.0768,-77.6536,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"39.0768,-77.6536"
"Prince George's, MD",US,38.7849,-76.8721,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"38.7849,-76.8721"
"Pottawattamie, IA",US,41.3912,-95.4778,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"41.3912,-95.4778"
"Camden, NC",US,34.2465,-80.607,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"34.2465,-80.607"
"Pima, AZ",US,32.0575,-111.6661,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"32.0575,-111.6661"
"Noble, IN",US,41.4277,-85.355,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"41.4277,-85.355"
"Adams, IN",US,39.8522,-77.2865,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"39.8522,-77.2865"
"Boone, IN",US,40.0106,-86.4997,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"40.0106,-86.4997"
"Dane, WI",US,43.0186,-89.5498,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"43.0186,-89.5498"
"Pierce, WI",US,44.7509,-92.3814,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"44.7509,-92.3814"
"Cuyahoga, OH",US,41.4339,-81.6758,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"41.4339,-81.6758"
"Weber, UT",US,41.2603,-111.9522,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"41.2603,-111.9522"
"Bennington County, VT",US,43.0279,-73.135,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"43.0279,-73.135"
"Carver County, MN",US,44.8254,-93.7842,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"44.8254,-93.7842"
"Charlotte County, FL",US,26.8946,-81.9098,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"26.8946,-81.9098"
"Cherokee County, GA",US,34.2515,-84.4803,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"34.2515,-84.4803"
"Collin County, TX",US,33.1795,-96.493,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"33.1795,-96.493"
"Jefferson County, KY",US,38.1938,-85.6435,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"38.1938,-85.6435"
"Jefferson Parish, LA",US,29.6499,-90.1121,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"29.6499,-90.1121"
"Shasta County, CA",US,40.7909,-121.8474,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"40.7909,-121.8474"
"Spartanburg County, SC",US,34.8606,-81.9535,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"34.8606,-81.9535"
"Harrison County, KY",US,38.4333,-84.3542,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"38.4333,-84.3542"
"Johnson County, IA",US,41.6699,-91.5984,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"41.6699,-91.5984"
"Berkshire County, MA",US,42.3118,-73.1822,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"42.3118,-73.1822"
"Davidson County, TN",US,36.1343,-86.822,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"36.1343,-86.822"
"Douglas County, OR",US,43.1261,-123.2492,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"43.1261,-123.2492"
"Fresno County, CA",US,36.9859,-119.2321,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"36.9859,-119.2321"
"Harford County, MD",US,39.5839,-76.3637,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"39.5839,-76.3637"
"Hendricks County, IN",US,39.8065,-86.5401,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"39.8065,-86.5401"
"Hudson County, NJ",US,40.7453,-74.0535,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"40.7453,-74.0535"
"Johnson County, KS",US,38.8454,-94.8521,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"38.8454,-94.8521"
"Kittitas County, WA",US,47.175,-120.9319,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"47.175,-120.9319"
"Manatee County, FL",US,27.4799,-82.3452,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"27.4799,-82.3452"
"Marion County, OR",US,44.8446,-122.5927,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"44.8446,-122.5927"
"Okaloosa County, FL",US,30.5773,-86.6611,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"30.5773,-86.6611"
"Polk County, GA",US,34.0132,-85.1479,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"34.0132,-85.1479"
"Riverside County, CA",US,33.9533,-117.3961,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"33.9533,-117.3961"
"Shelby County, TN",US,35.1269,-89.9253,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"35.1269,-89.9253"
"St. Louis County, MO",US,38.6103,-90.4125,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"38.6103,-90.4125"
"Suffolk County, NY",US,40.9849,-72.6151,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"40.9849,-72.6151"
"Ulster County, NY",US,41.8586,-74.3118,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"41.8586,-74.3118"
"Volusia County, FL",US,29.028000000000002,-81.0755,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"29.028000000000002,-81.0755"
"Fairfax County, VA",US,38.9085,-77.2405,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"38.9085,-77.2405"
"Rockingham County, NH",US,42.9931,-71.0498,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"42.9931,-71.0498"
"Washington, D.C.",US,38.9072,-77.0369,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"38.9072,-77.0369"
"Montgomery County, PA",US,40.229,-75.3879,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"40.229,-75.3879"
"Alameda County, CA",US,37.6017,-121.7195,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"37.6017,-121.7195"
"Broward County, FL",US,26.1901,-80.3659,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"26.1901,-80.3659"
"Lee County, FL",US,26.663,-81.9535,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"26.663,-81.9535"
"Pinal County, AZ",US,32.8162,-111.2845,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"32.8162,-111.2845"
"Rockland County, NY",US,41.1489,-73.983,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"41.1489,-73.983"
"Saratoga County, NY",US,43.0324,-73.936,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"43.0324,-73.936"
"Charleston County, SC",US,32.7957,-79.7848,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"32.7957,-79.7848"
"Clark County, WA",US,45.7466,-122.5194,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"45.7466,-122.5194"
"Cobb County, GA",US,33.8999,-84.5641,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"33.8999,-84.5641"
"Davis County, UT",US,40.9629,-112.0953,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"40.9629,-112.0953"
"El Paso County, CO",US,38.9108,-104.4723,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"38.9108,-104.4723"
"Honolulu County, HI",US,21.307,-157.8584,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"21.307,-157.8584"
"Jackson County, OR ",US,42.3345,-122.7647,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"42.3345,-122.7647"
"Jefferson County, WA",US,47.7425,-123.304,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"47.7425,-123.304"
"Kershaw County, SC",US,34.3672,-80.5883,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"34.3672,-80.5883"
"Klamath County, OR",US,42.6953,-121.6142,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"42.6953,-121.6142"
"Madera County, CA",US,37.2519,-119.6963,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"37.2519,-119.6963"
"Pierce County, WA",US,47.0676,-122.1295,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"47.0676,-122.1295"
"Tulsa County, OK",US,36.1593,-95.941,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"36.1593,-95.941"
"Douglas County, CO",US,39.2587,-104.9389,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"39.2587,-104.9389"
"Providence County, RI",US,41.8882,-71.4774,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"41.8882,-71.4774"
"Chatham County, NC",US,35.7211,-79.1781,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"35.7211,-79.1781"
"Delaware County, PA",US,39.9078,-75.3879,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"39.9078,-75.3879"
"Douglas County, NE",US,41.3148,-96.1951,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"41.3148,-96.1951"
"Fayette County, KY",US,38.0606,-84.4803,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"38.0606,-84.4803"
"Marion County, IN",US,39.8362,-86.1752,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"39.8362,-86.1752"
"Middlesex County, MA",US,42.4672,-71.2874,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"42.4672,-71.2874"
"Nassau County, NY",US,40.6546,-73.5594,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"40.6546,-73.5594"
"Ramsey County, MN",US,44.9964,-93.0616,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"44.9964,-93.0616"
"Washoe County, NV",US,40.5608,-119.6035,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"40.5608,-119.6035"
"Wayne County, PA",US,41.6739,-75.2479,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"41.6739,-75.2479"
"Yolo County, CA",US,38.7646,-121.9018,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"38.7646,-121.9018"
"Santa Clara County, CA",US,37.3541,-121.9552,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"37.3541,-121.9552"
"Clark County, NV",US,36.0796,-115.094,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"36.0796,-115.094"
"Fort Bend County, TX",US,29.5693,-95.8143,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"29.5693,-95.8143"
"Grant County, WA",US,47.1981,-119.3732,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"47.1981,-119.3732"
"Santa Rosa County, FL",US,30.769000000000002,-86.9824,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"30.769000000000002,-86.9824"
"Williamson County, TN",US,35.9179,-86.8622,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"35.9179,-86.8622"
"New York County, NY",US,40.7128,-74.006,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"40.7128,-74.006"
"Montgomery County, MD",US,39.1547,-77.2405,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"39.1547,-77.2405"
"Suffolk County, MA",US,42.3601,-71.0589,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"42.3601,-71.0589"
"Denver County, CO",US,39.7392,-104.9903,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"39.7392,-104.9903"
"Summit County, CO",US,39.5912,-106.064,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"39.5912,-106.064"
"Bergen County, NJ",US,40.9263,-74.077,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"40.9263,-74.077"
"Harris County, TX",US,29.7752,-95.3103,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"29.7752,-95.3103"
"San Francisco County, CA",US,37.7749,-122.4194,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"37.7749,-122.4194"
"Contra Costa County, CA",US,37.8534,-121.9018,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"37.8534,-121.9018"
"Orange County, CA",US,33.7879,-117.8531,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"33.7879,-117.8531"
"Norfolk County, MA",US,42.1767,-71.1449,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"42.1767,-71.1449"
"Maricopa County, AZ",US,33.2918,-112.4291,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"33.2918,-112.4291"
"Wake County, NC",US,35.8032,-78.5661,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"35.8032,-78.5661"
"Westchester County, NY",US,41.122,-73.7949,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"41.122,-73.7949"
"Grafton County, NH",US,43.9088,-71.82600000000001,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"43.9088,-71.82600000000001"
"Hillsborough, FL",US,27.9904,-82.3018,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"27.9904,-82.3018"
"Placer County, CA",US,39.0916,-120.8039,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"39.0916,-120.8039"
"San Mateo, CA",US,37.563,-122.3255,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"37.563,-122.3255"
"Sonoma County, CA",US,38.578,-122.9888,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"38.578,-122.9888"
